school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,failures,guardian,traveltime,studytime,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G2,G1,G3,G3_Prediction
MS,M,18.0,R,GT3,T,1.0,3.0,at_home,other,course,0.0,mother,2.0,2.0,no,yes,yes,no,yes,yes,no,no,3.0,3.0,4.0,2.0,4.0,3.0,4.0,10.0,10.0,10.0,10.0546875
MS,M,18.0,U,LE3,T,4.0,4.0,teacher,services,other,0.0,mother,2.0,3.0,no,no,yes,no,yes,yes,yes,yes,4.0,2.0,2.0,2.0,2.0,5.0,0.0,13.0,13.0,13.0,13.03125
MS,F,17.0,R,GT3,T,1.0,1.0,other,services,reputation,1.0,mother,3.0,1.0,no,yes,yes,no,yes,yes,yes,yes,5.0,2.0,1.0,1.0,2.0,1.0,0.0,6.0,7.0,0.0,0.7578125
MS,F,18.0,U,GT3,T,2.0,3.0,at_home,services,course,0.0,father,2.0,1.0,no,yes,yes,no,yes,yes,yes,yes,5.0,2.0,3.0,1.0,2.0,4.0,0.0,10.0,11.0,10.0,8.3515625
MS,F,18.0,R,GT3,T,4.0,4.0,other,teacher,other,0.0,father,3.0,2.0,no,yes,yes,no,no,yes,yes,yes,3.0,2.0,2.0,4.0,2.0,5.0,10.0,12.0,14.0,11.0,11.421875
MS,F,19.0,U,LE3,T,3.0,2.0,services,services,home,2.0,other,2.0,2.0,no,no,no,yes,yes,yes,no,yes,3.0,2.0,2.0,1.0,1.0,3.0,4.0,7.0,7.0,9.0,8.5546875
MS,M,18.0,R,LE3,T,1.0,2.0,at_home,services,other,0.0,father,3.0,1.0,no,yes,yes,yes,yes,no,yes,yes,4.0,3.0,3.0,2.0,3.0,3.0,3.0,12.0,14.0,12.0,11.9375
MS,F,17.0,U,GT3,T,2.0,2.0,other,at_home,home,0.0,mother,1.0,3.0,no,no,no,yes,yes,yes,no,yes,3.0,4.0,3.0,1.0,1.0,3.0,8.0,11.0,13.0,11.0,11.03125
MS,F,17.0,R,GT3,T,1.0,2.0,other,other,course,0.0,mother,1.0,1.0,no,no,no,yes,yes,yes,yes,no,3.0,5.0,5.0,1.0,3.0,1.0,14.0,5.0,6.0,5.0,5.125
MS,F,18.0,R,LE3,T,4.0,4.0,other,other,reputation,0.0,mother,2.0,3.0,no,no,no,no,yes,yes,yes,no,5.0,4.0,4.0,1.0,1.0,1.0,0.0,18.0,19.0,19.0,18.7109375
MS,F,18.0,R,GT3,T,1.0,1.0,other,other,home,0.0,mother,4.0,3.0,no,no,no,no,yes,yes,yes,no,4.0,3.0,2.0,1.0,2.0,4.0,2.0,8.0,8.0,10.0,9.421875
MS,F,20.0,U,GT3,T,4.0,2.0,health,other,course,2.0,other,2.0,3.0,no,yes,yes,no,no,yes,yes,yes,5.0,4.0,3.0,1.0,1.0,3.0,4.0,14.0,15.0,15.0,14.578125
MS,F,18.0,R,LE3,T,4.0,4.0,teacher,services,course,0.0,mother,1.0,2.0,no,no,yes,yes,yes,yes,yes,no,5.0,4.0,3.0,3.0,4.0,2.0,4.0,9.0,8.0,10.0,9.6171875
MS,F,18.0,U,GT3,T,3.0,3.0,other,other,home,0.0,mother,1.0,2.0,no,no,yes,no,yes,yes,yes,yes,4.0,1.0,3.0,1.0,2.0,1.0,0.0,15.0,15.0,15.0,15.1484375
MS,F,17.0,R,GT3,T,3.0,1.0,at_home,other,reputation,0.0,mother,1.0,2.0,no,yes,yes,yes,no,yes,yes,no,4.0,5.0,4.0,2.0,3.0,1.0,17.0,10.0,10.0,10.0,10.078125
MS,M,18.0,U,GT3,T,4.0,4.0,teacher,teacher,home,0.0,father,1.0,2.0,no,no,yes,yes,no,yes,yes,no,3.0,2.0,4.0,1.0,4.0,2.0,4.0,14.0,15.0,14.0,14.015625
MS,M,18.0,R,GT3,T,2.0,1.0,other,other,other,0.0,mother,2.0,1.0,no,no,no,yes,no,yes,yes,yes,4.0,4.0,3.0,1.0,3.0,5.0,5.0,6.0,7.0,7.0,6.6796875
MS,M,17.0,U,GT3,T,2.0,3.0,other,services,home,0.0,father,2.0,2.0,no,no,no,yes,yes,yes,yes,no,4.0,4.0,3.0,1.0,1.0,3.0,2.0,11.0,11.0,10.0,10.2734375
MS,M,19.0,R,GT3,T,1.0,1.0,other,services,other,1.0,mother,2.0,1.0,no,no,no,no,yes,yes,no,no,4.0,3.0,2.0,1.0,3.0,5.0,0.0,5.0,6.0,0.0,0.28125
MS,M,18.0,R,GT3,T,4.0,2.0,other,other,home,1.0,father,2.0,1.0,no,no,yes,no,yes,yes,no,no,5.0,4.0,3.0,4.0,3.0,3.0,14.0,5.0,6.0,5.0,5.453125
MS,F,18.0,R,GT3,T,2.0,2.0,at_home,other,other,0.0,mother,2.0,3.0,no,no,yes,no,yes,yes,no,no,5.0,3.0,3.0,1.0,3.0,4.0,2.0,9.0,10.0,10.0,9.8828125
MS,F,18.0,R,GT3,T,4.0,4.0,teacher,at_home,reputation,0.0,mother,3.0,1.0,no,yes,yes,yes,yes,yes,yes,yes,4.0,4.0,3.0,2.0,2.0,5.0,7.0,5.0,6.0,6.0,6.1015625
MS,F,19.0,R,GT3,T,2.0,3.0,services,other,course,1.0,mother,1.0,3.0,no,no,no,yes,no,yes,yes,no,5.0,4.0,2.0,1.0,2.0,5.0,0.0,5.0,7.0,0.0,0.2109375
MS,F,18.0,U,LE3,T,3.0,1.0,teacher,services,course,0.0,mother,1.0,2.0,no,yes,yes,no,yes,yes,yes,no,4.0,3.0,4.0,1.0,1.0,1.0,0.0,9.0,7.0,8.0,6.5625
MS,F,18.0,U,GT3,T,1.0,1.0,other,other,course,1.0,mother,2.0,2.0,no,no,no,yes,yes,yes,no,no,1.0,1.0,1.0,1.0,1.0,5.0,0.0,5.0,6.0,0.0,0.1640625
MS,M,20.0,U,LE3,A,2.0,2.0,services,services,course,2.0,other,1.0,2.0,no,yes,yes,no,yes,yes,no,no,5.0,5.0,4.0,4.0,5.0,4.0,11.0,9.0,9.0,9.0,8.9765625
MS,M,17.0,U,LE3,T,3.0,1.0,services,services,course,0.0,mother,2.0,1.0,no,no,no,no,no,yes,yes,no,2.0,4.0,5.0,3.0,4.0,2.0,3.0,16.0,14.0,16.0,15.96875
MS,M,21.0,R,GT3,T,1.0,1.0,other,other,course,3.0,other,1.0,1.0,no,no,no,no,no,yes,no,no,5.0,5.0,3.0,3.0,3.0,3.0,3.0,8.0,10.0,7.0,7.8125
MS,M,18.0,R,LE3,T,3.0,2.0,services,other,course,0.0,mother,3.0,1.0,no,no,no,no,no,yes,yes,no,4.0,4.0,1.0,3.0,4.0,5.0,0.0,12.0,11.0,10.0,10.7890625
MS,M,19.0,U,LE3,T,1.0,1.0,other,at_home,course,0.0,father,1.0,1.0,no,no,no,no,yes,yes,yes,no,3.0,2.0,3.0,3.0,3.0,5.0,5.0,9.0,8.0,9.0,9.15625
